benchmark,model,seed,fraction,n_hf,n_lf,n_train,pool,dim,numpy_fit_flops,numpy_predict_flops,fit_flops,predict_flops,ok,elapsed,err
FreeSolv,DKL Multi-Fidelity,43,0.7,17,181,198,640,10,0,0,13293336000,204055984,1,13.92,
FreeSolv,DKL Multi-Fidelity,43,1.0,24,259,283,640,10,0,0,31941656000,283379344,1,24.0,
FreeSolv,Sequential,42,0.1,2,26,28,640,10,13959558,5745920,164823174,17952000,1,0.69,
FreeSolv,Sequential,42,0.3,7,78,85,640,10,14251353,5745920,470598873,17952000,1,1.16,
FreeSolv,Sequential,42,0.5,12,130,142,640,10,14576148,5745920,776407572,17952000,1,1.19,
FreeSolv,Sequential,42,0.7,17,181,198,640,10,14933943,5745920,1076735799,17952000,1,1.3,
FreeSolv,Sequential,42,1.0,24,259,283,640,10,15490296,5745920,1533639672,17952000,1,1.28,
FreeSolv,Sequential,43,0.1,2,26,28,640,10,13959558,5745920,164823174,17952000,1,1.07,
FreeSolv,Sequential,43,0.3,7,78,85,640,10,14251353,5745920,470598873,17952000,1,1.13,
FreeSolv,Sequential,43,0.5,12,130,142,640,10,14576148,5745920,776407572,17952000,1,1.2,
FreeSolv,Sequential,43,0.7,17,181,198,640,10,14933943,5745920,1076735799,17952000,1,1.26,
FreeSolv,Sequential,43,1.0,24,259,283,640,10,15490296,5745920,1533639672,17952000,1,1.23,
FreeSolv,Curriculum,42,0.1,2,26,28,640,10,13959558,5745920,172317574,17952000,1,1.59,
FreeSolv,Curriculum,42,0.3,7,78,85,640,10,14251353,5745920,470254937,17952000,1,1.61,
FreeSolv,Curriculum,42,0.5,12,130,142,640,10,14576148,5745920,774915604,17952000,1,1.67,
FreeSolv,Curriculum,42,0.7,17,181,198,640,10,14933943,5745920,1074768567,17952000,1,1.67,
FreeSolv,Curriculum,42,1.0,24,259,283,640,10,15490296,5745920,1531627512,17952000,1,1.73,
FreeSolv,Curriculum,43,0.1,2,26,28,640,10,13959558,5745920,172317574,17952000,1,1.61,
FreeSolv,Curriculum,43,0.3,7,78,85,640,10,14251353,5745920,470254937,17952000,1,1.64,
FreeSolv,Curriculum,43,0.5,12,130,142,640,10,14576148,5745920,774915604,17952000,1,1.61,
FreeSolv,Curriculum,43,0.7,17,181,198,640,10,14933943,5745920,1074768567,17952000,1,1.67,
FreeSolv,Curriculum,43,1.0,24,259,283,640,10,15490296,5745920,1531627512,17952000,1,1.67,
FreeSolv,DNGO-Gradient,42,0.1,2,26,28,640,10,13959558,5745920,262922374,17952000,1,2.74,
FreeSolv,DNGO-Gradient,42,0.3,7,78,85,640,10,14251353,5745920,778170073,17952000,1,2.87,
FreeSolv,DNGO-Gradient,42,0.5,12,130,142,640,10,14576148,5745920,1293450772,17952000,1,10.61,
FreeSolv,DNGO-Gradient,42,0.7,17,181,198,640,10,14933943,5745920,1800498999,17952000,1,2.84,
FreeSolv,DNGO-Gradient,42,1.0,24,259,283,640,10,15490296,5745920,2564974072,17952000,1,2.95,
FreeSolv,DNGO-Gradient,43,0.1,2,26,28,640,10,13959558,5745920,262922374,17952000,1,2.8,
FreeSolv,DNGO-Gradient,43,0.3,7,78,85,640,10,14251353,5745920,778170073,17952000,1,2.87,
FreeSolv,DNGO-Gradient,43,0.5,12,130,142,640,10,14576148,5745920,1293450772,17952000,1,2.9,
FreeSolv,DNGO-Gradient,43,0.7,17,181,198,640,10,14933943,5745920,1800498999,17952000,1,2.85,
FreeSolv,DNGO-Gradient,43,1.0,24,259,283,640,10,15490296,5745920,2564974072,17952000,1,1.81,
FreeSolv,Progressive,42,0.1,2,26,28,640,10,13959558,5745920,90519174,17952000,1,0.67,
FreeSolv,Progressive,42,0.3,7,78,85,640,10,14251353,5745920,246310873,17952000,1,0.74,
FreeSolv,Progressive,42,0.5,12,130,142,640,10,14576148,5745920,402135572,17952000,1,0.5,
FreeSolv,Progressive,42,0.7,17,181,198,640,10,14933943,5745920,555231799,17952000,1,0.43,
FreeSolv,Progressive,42,1.0,24,259,283,640,10,15490296,5745920,787847672,17952000,1,0.65,
FreeSolv,Progressive,43,0.1,2,26,28,640,10,13959558,5745920,90519174,17952000,1,0.39,
FreeSolv,Progressive,43,0.3,7,78,85,640,10,14251353,5745920,246310873,17952000,1,0.45,
FreeSolv,Progressive,43,0.5,12,130,142,640,10,14576148,5745920,402135572,17952000,1,0.71,
FreeSolv,Progressive,43,0.7,17,181,198,640,10,14933943,5745920,555231799,17952000,1,0.65,
FreeSolv,Progressive,43,1.0,24,259,283,640,10,15490296,5745920,787847672,17952000,1,0.66,
FreeSolv,Two-Stage Joint,42,0.1,2,26,28,640,10,13959558,5745920,168935046,17952000,1,1.25,
FreeSolv,Two-Stage Joint,42,0.3,7,78,85,640,10,14251353,5745920,484867289,17952000,1,1.3,
FreeSolv,Two-Stage Joint,42,0.5,12,130,142,640,10,14576148,5745920,800832532,17952000,1,8.68,
FreeSolv,Two-Stage Joint,42,0.7,17,181,198,640,10,14933943,5745920,1111307831,17952000,1,1.41,
FreeSolv,Two-Stage Joint,42,1.0,24,259,283,640,10,15490296,5745920,1582480120,17952000,1,1.41,
FreeSolv,Two-Stage Joint,43,0.1,2,26,28,640,10,13959558,5745920,168935046,17952000,1,0.79,
FreeSolv,Two-Stage Joint,43,0.3,7,78,85,640,10,14251353,5745920,484867289,17952000,1,0.93,
FreeSolv,Two-Stage Joint,43,0.5,12,130,142,640,10,14576148,5745920,800832532,17952000,1,1.32,
FreeSolv,Two-Stage Joint,43,0.7,17,181,198,640,10,14933943,5745920,1111307831,17952000,1,1.37,
FreeSolv,Two-Stage Joint,43,1.0,24,259,283,640,10,15490296,5745920,1582480120,17952000,1,1.37,
FreeSolv,DNGO-Joint,42,0.1,2,26,28,640,10,13959558,5745920,251325574,17952000,1,2.28,
FreeSolv,DNGO-Joint,42,0.3,7,78,85,640,10,14251353,5745920,737581273,17952000,1,2.33,
FreeSolv,DNGO-Joint,42,0.5,12,130,142,640,10,14576148,5745920,1223869972,17952000,1,2.46,
FreeSolv,DNGO-Joint,42,0.7,17,181,198,640,10,14933943,5745920,1701926199,17952000,1,2.51,
FreeSolv,DNGO-Joint,42,1.0,24,259,283,640,10,15490296,5745920,2425812472,17952000,1,2.46,
FreeSolv,DNGO-Joint,43,0.1,2,26,28,640,10,13959558,5745920,251325574,17952000,1,2.29,
FreeSolv,DNGO-Joint,43,0.3,7,78,85,640,10,14251353,5745920,737581273,17952000,1,2.3,
FreeSolv,DNGO-Joint,43,0.5,12,130,142,640,10,14576148,5745920,1223869972,17952000,1,2.17,
FreeSolv,DNGO-Joint,43,0.7,17,181,198,640,10,14933943,5745920,1701926199,17952000,1,2.23,
FreeSolv,DNGO-Joint,43,1.0,24,259,283,640,10,15490296,5745920,2425812472,17952000,1,2.37,
FreeSolv,Knowledge Distillation,42,0.1,2,26,28,640,10,13959558,5745920,164823174,17952000,1,1.1,
FreeSolv,Knowledge Distillation,42,0.3,7,78,85,640,10,14251353,5745920,470598873,17952000,1,1.18,
FreeSolv,Knowledge Distillation,42,0.5,12,130,142,640,10,14576148,5745920,776407572,17952000,1,1.22,
FreeSolv,Knowledge Distillation,42,0.7,17,181,198,640,10,14933943,5745920,1076735799,17952000,1,1.21,
FreeSolv,Knowledge Distillation,42,1.0,24,259,283,640,10,15490296,5745920,1533639672,17952000,1,1.21,
FreeSolv,Knowledge Distillation,43,0.1,2,26,28,640,10,13959558,5745920,164823174,17952000,1,1.07,
FreeSolv,Knowledge Distillation,43,0.3,7,78,85,640,10,14251353,5745920,470598873,17952000,1,8.86,
FreeSolv,Knowledge Distillation,43,0.5,12,130,142,640,10,14576148,5745920,776407572,17952000,1,1.2,
FreeSolv,Knowledge Distillation,43,0.7,17,181,198,640,10,14933943,5745920,1076735799,17952000,1,1.07,
FreeSolv,Knowledge Distillation,43,1.0,24,259,283,640,10,15490296,5745920,1533639672,17952000,1,0.76,
FreeSolv,Domain Adaptation (MMD),42,0.1,2,26,28,640,10,13959558,5745920,241101446,17952000,1,1.06,
FreeSolv,Domain Adaptation (MMD),42,0.3,7,78,85,640,10,14251353,5745920,702172889,17952000,1,1.09,
FreeSolv,Domain Adaptation (MMD),42,0.5,12,130,142,640,10,14576148,5745920,1163277332,17952000,1,1.34,
FreeSolv,Domain Adaptation (MMD),42,0.7,17,181,198,640,10,14933943,5745920,1616178231,17952000,1,1.19,
FreeSolv,Domain Adaptation (MMD),42,1.0,24,259,283,640,10,15490296,5745920,2304656120,17952000,1,1.23,
FreeSolv,Domain Adaptation (MMD),43,0.1,2,26,28,640,10,13959558,5745920,241101446,17952000,1,1.17,
FreeSolv,Domain Adaptation (MMD),43,0.3,7,78,85,640,10,14251353,5745920,702172889,17952000,1,1.08,
FreeSolv,Domain Adaptation (MMD),43,0.5,12,130,142,640,10,14576148,5745920,1163277332,17952000,1,1.35,
FreeSolv,Domain Adaptation (MMD),43,0.7,17,181,198,640,10,14933943,5745920,1616178231,17952000,1,1.24,
FreeSolv,Domain Adaptation (MMD),43,1.0,24,259,283,640,10,15490296,5745920,2304656120,17952000,1,1.16,
FreeSolv,Soft Parameter Sharing,42,0.1,2,26,28,640,10,13959558,5745920,180029574,17952000,1,1.2,
FreeSolv,Soft Parameter Sharing,42,0.3,7,78,85,640,10,14251353,5745920,523821273,17952000,1,1.22,
FreeSolv,Soft Parameter Sharing,42,0.5,12,130,142,640,10,14576148,5745920,867645972,17952000,1,1.24,
FreeSolv,Soft Parameter Sharing,42,0.7,17,181,198,640,10,14933943,5745920,1205990199,17952000,1,1.25,
FreeSolv,Soft Parameter Sharing,42,1.0,24,259,283,640,10,15490296,5745920,1716116472,17952000,1,1.3,
FreeSolv,Soft Parameter Sharing,43,0.1,2,26,28,640,10,13959558,5745920,180029574,17952000,1,1.2,
FreeSolv,Soft Parameter Sharing,43,0.3,7,78,85,640,10,14251353,5745920,523821273,17952000,1,1.12,
FreeSolv,Soft Parameter Sharing,43,0.5,12,130,142,640,10,14576148,5745920,867645972,17952000,1,1.18,
FreeSolv,Soft Parameter Sharing,43,0.7,17,181,198,640,10,14933943,5745920,1205990199,17952000,1,8.38,
FreeSolv,Soft Parameter Sharing,43,1.0,24,259,283,640,10,15490296,5745920,1716116472,17952000,1,1.31,
FreeSolv,Pseudo-Labeling,42,0.1,2,26,28,640,10,13959558,5745920,262269574,17952000,1,0.89,
FreeSolv,Pseudo-Labeling,42,0.3,7,78,85,640,10,14251353,5745920,762947673,17952000,1,0.95,
FreeSolv,Pseudo-Labeling,42,0.5,12,130,142,640,10,14576148,5745920,1263658772,17952000,1,1.15,
FreeSolv,Pseudo-Labeling,42,0.7,17,181,198,640,10,14933943,5745920,1755142199,17952000,1,1.12,
FreeSolv,Pseudo-Labeling,42,1.0,24,259,283,640,10,15490296,5745920,2504394872,17952000,1,1.2,
FreeSolv,Pseudo-Labeling,43,0.1,2,26,28,640,10,13959558,5745920,262269574,17952000,1,0.91,
FreeSolv,Pseudo-Labeling,43,0.3,7,78,85,640,10,14251353,5745920,762947673,17952000,1,0.92,
FreeSolv,Pseudo-Labeling,43,0.5,12,130,142,640,10,14576148,5745920,1263658772,17952000,1,1.1,
FreeSolv,Pseudo-Labeling,43,0.7,17,181,198,640,10,14933943,5745920,1755142199,17952000,1,1.11,
FreeSolv,Pseudo-Labeling,43,1.0,24,259,283,640,10,15490296,5745920,2504394872,17952000,1,1.07,
FreeSolv,Adapter,42,0.1,2,26,28,640,10,13959558,5745920,165444230,11889920,1,0.84,
FreeSolv,Adapter,42,0.3,7,78,85,640,10,14251353,5745920,472772569,11889920,1,0.84,
FreeSolv,Adapter,42,0.5,12,130,142,640,10,14576148,5745920,780133908,11889920,1,0.98,
FreeSolv,Adapter,42,0.7,17,181,198,640,10,14933943,5745920,1082014775,11889920,1,0.92,
FreeSolv,Adapter,42,1.0,24,259,283,640,10,15490296,5745920,1541092344,11889920,1,1.5,
FreeSolv,Adapter,43,0.1,2,26,28,640,10,13959558,5745920,165444230,11889920,1,1.35,
FreeSolv,Adapter,43,0.3,7,78,85,640,10,14251353,5745920,472772569,11889920,1,1.32,
FreeSolv,Adapter,43,0.5,12,130,142,640,10,14576148,5745920,780133908,11889920,1,1.39,
FreeSolv,Adapter,43,0.7,17,181,198,640,10,14933943,5745920,1082014775,11889920,1,1.34,
FreeSolv,Adapter,43,1.0,24,259,283,640,10,15490296,5745920,1541092344,11889920,1,1.44,
Polarizability,MFGP,42,0.1,2,8,10,1134,10,0,0,348600,25973400,1,0.44,
Polarizability,MFGP,42,0.3,5,25,30,1134,10,0,0,9455400,79309800,1,0.99,
Polarizability,MFGP,42,0.5,8,42,50,1134,10,0,0,44895000,134499000,1,1.48,
Polarizability,MFGP,42,0.7,11,58,69,1134,10,0,0,147381516,188644896,1,2.5,
Polarizability,MFGP,42,1.0,16,83,99,1134,10,0,0,354012120,277542936,1,2.39,
Polarizability,MFGP,43,0.1,2,8,10,1134,10,0,0,315400,25973400,1,0.39,
Polarizability,MFGP,43,0.3,5,25,30,1134,10,0,0,7045200,79309800,1,0.71,
Polarizability,MFGP,43,0.5,8,42,50,1134,10,0,0,55965000,134499000,1,1.81,
Polarizability,MFGP,43,0.7,11,58,69,1134,10,0,0,185240988,188644896,1,3.09,
Polarizability,MFGP,43,1.0,16,83,99,1134,10,0,0,556304760,277542936,1,2.85,
Polarizability,NARGP,42,0.1,2,8,10,1134,10,0,0,130240,25896128,1,0.3,
Polarizability,NARGP,42,0.3,5,25,30,1134,10,0,0,5261500,78700250,1,0.83,
Polarizability,NARGP,42,0.5,8,42,50,1134,10,0,0,22309896,132856568,1,0.85,
Polarizability,NARGP,42,0.7,11,58,69,1134,10,0,0,68538116,185525546,1,1.18,
Polarizability,NARGP,42,1.0,16,83,99,1134,10,0,0,286901912,271055336,1,2.09,
Polarizability,NARGP,43,0.1,2,8,10,1134,10,0,0,222736,25896128,1,0.38,
Polarizability,NARGP,43,0.3,5,25,30,1134,10,0,0,6640000,78700250,1,0.84,
Polarizability,NARGP,43,0.5,8,42,50,1134,10,0,0,21926168,132856568,1,1.52,
Polarizability,NARGP,43,0.7,11,58,69,1134,10,0,0,69643648,185525546,1,1.6,
Polarizability,NARGP,43,1.0,16,83,99,1134,10,0,0,327805832,271055336,1,3.36,
Polarizability,Sparse MFGP,42,0.1,2,8,10,1134,10,0,0,27672000,37130048,1,11.41,
Polarizability,Sparse MFGP,42,0.3,5,25,30,1134,10,0,0,463992000,42096848,1,10.77,
Polarizability,Sparse MFGP,42,0.5,8,42,50,1134,10,0,0,1888312000,50714848,1,10.35,
Polarizability,Sparse MFGP,42,0.7,11,58,69,1134,10,0,0,4681179000,62283872,1,13.84,
Polarizability,Sparse MFGP,42,1.0,16,83,99,1134,10,0,0,13164339000,87259832,1,14.22,
Polarizability,Sparse MFGP,43,0.1,2,8,10,1134,10,0,0,27672000,37130048,1,10.51,
Polarizability,Sparse MFGP,43,0.3,5,25,30,1134,10,0,0,463992000,42096848,1,11.56,
Polarizability,Sparse MFGP,43,0.5,8,42,50,1134,10,0,0,1888312000,50714848,1,21.55,
Polarizability,Sparse MFGP,43,0.7,11,58,69,1134,10,0,0,4681179000,62283872,1,13.76,
Polarizability,Sparse MFGP,43,1.0,16,83,99,1134,10,0,0,13164339000,87259832,1,15.04,
Polarizability,DKL Multi-Fidelity,42,0.1,2,8,10,1134,10,0,0,173192000,91398568,1,12.6,
Polarizability,DKL Multi-Fidelity,42,0.3,5,25,30,1134,10,0,0,577752000,145221688,1,11.32,
Polarizability,DKL Multi-Fidelity,42,0.5,8,42,50,1134,10,0,0,1099912000,199108808,1,11.4,
Polarizability,DKL Multi-Fidelity,42,0.7,11,58,69,1134,10,0,0,1748610000,250360852,1,11.25,
Polarizability,DKL Multi-Fidelity,42,1.0,16,83,99,1134,10,0,0,3177120000,331402732,1,13.15,
Polarizability,DKL Multi-Fidelity,43,0.1,2,8,10,1134,10,0,0,173192000,91398568,1,12.41,
Polarizability,DKL Multi-Fidelity,43,0.3,5,25,30,1134,10,0,0,577752000,145221688,1,10.06,
Polarizability,DKL Multi-Fidelity,43,0.5,8,42,50,1134,10,0,0,1099912000,199108808,1,10.45,
Polarizability,DKL Multi-Fidelity,43,0.7,11,58,69,1134,10,0,0,1748610000,250360852,1,11.69,
Polarizability,DKL Multi-Fidelity,43,1.0,16,83,99,1134,10,0,0,3177120000,331402732,1,9.15,
Polarizability,Sequential,42,0.1,2,8,10,1134,10,13959558,10181052,65580678,31808700,1,0.68,
Polarizability,Sequential,42,0.3,5,25,30,1134,10,14130675,10181052,170750835,31808700,1,1.12,
Polarizability,Sequential,42,0.5,8,42,50,1134,10,14313672,10181052,275932872,31808700,1,1.12,
Polarizability,Sequential,42,0.7,11,58,69,1134,10,14508549,10181052,375613317,31808700,1,1.12,
Polarizability,Sequential,42,1.0,16,83,99,1134,10,14859744,10181052,532584672,31808700,1,9.88,
Polarizability,Sequential,43,0.1,2,8,10,1134,10,13959558,10181052,65580678,31808700,1,1.1,
Polarizability,Sequential,43,0.3,5,25,30,1134,10,14130675,10181052,170750835,31808700,1,1.17,
Polarizability,Sequential,43,0.5,8,42,50,1134,10,14313672,10181052,275932872,31808700,1,1.22,
Polarizability,Sequential,43,0.7,11,58,69,1134,10,14508549,10181052,375613317,31808700,1,1.17,
Polarizability,Sequential,43,1.0,16,83,99,1134,10,14859744,10181052,532584672,31808700,1,1.16,
Polarizability,Curriculum,42,0.1,2,8,10,1134,10,13959558,10181052,73075078,31808700,1,1.42,
Polarizability,Curriculum,42,0.3,5,25,30,1134,10,14130675,10181052,171658483,31808700,1,1.64,
Polarizability,Curriculum,42,0.5,8,42,50,1134,10,14313672,10181052,275299528,31808700,1,1.68,
Polarizability,Curriculum,42,0.7,11,58,69,1134,10,14508549,10181052,374223877,31808700,1,1.68,
Polarizability,Curriculum,42,1.0,16,83,99,1134,10,14859744,10181052,530794720,31808700,1,1.62,
Polarizability,Curriculum,43,0.1,2,8,10,1134,10,13959558,10181052,73075078,31808700,1,1.51,
Polarizability,Curriculum,43,0.3,5,25,30,1134,10,14130675,10181052,171658483,31808700,1,1.48,
Polarizability,Curriculum,43,0.5,8,42,50,1134,10,14313672,10181052,275299528,31808700,1,1.59,
Polarizability,Curriculum,43,0.7,11,58,69,1134,10,14508549,10181052,374223877,31808700,1,1.63,
Polarizability,Curriculum,43,1.0,16,83,99,1134,10,14859744,10181052,530794720,31808700,1,1.64,
Polarizability,DNGO-Gradient,42,0.1,2,8,10,1134,10,13959558,10181052,114143878,31808700,1,2.79,
Polarizability,DNGO-Gradient,42,0.3,5,25,30,1134,10,14130675,10181052,305918835,31808700,1,2.79,
Polarizability,DNGO-Gradient,42,0.5,8,42,50,1134,10,14313672,10181052,497705672,31808700,1,2.82,
Polarizability,DNGO-Gradient,42,0.7,11,58,69,1134,10,14508549,10181052,681238917,31808700,1,2.84,
Polarizability,DNGO-Gradient,42,1.0,16,83,99,1134,10,14859744,10181052,973378272,31808700,1,2.83,
Polarizability,DNGO-Gradient,43,0.1,2,8,10,1134,10,13959558,10181052,114143878,31808700,1,2.74,
Polarizability,DNGO-Gradient,43,0.3,5,25,30,1134,10,14130675,10181052,305918835,31808700,1,10.75,
Polarizability,DNGO-Gradient,43,0.5,8,42,50,1134,10,14313672,10181052,497705672,31808700,1,1.75,
Polarizability,DNGO-Gradient,43,0.7,11,58,69,1134,10,14508549,10181052,681238917,31808700,1,1.82,
Polarizability,DNGO-Gradient,43,1.0,16,83,99,1134,10,14859744,10181052,973378272,31808700,1,1.85,
Polarizability,Progressive,42,0.1,2,8,10,1134,10,13959558,10181052,40812678,31808700,1,0.42,
Polarizability,Progressive,42,0.3,5,25,30,1134,10,14130675,10181052,95070835,31808700,1,0.56,
Polarizability,Progressive,42,0.5,8,42,50,1134,10,14313672,10181052,149340872,31808700,1,0.42,
Polarizability,Progressive,42,0.7,11,58,69,1134,10,14508549,10181052,200861317,31808700,1,0.47,
Polarizability,Progressive,42,1.0,16,83,99,1134,10,14859744,10181052,282152672,31808700,1,0.55,
Polarizability,Progressive,43,0.1,2,8,10,1134,10,13959558,10181052,40812678,31808700,1,0.42,
Polarizability,Progressive,43,0.3,5,25,30,1134,10,14130675,10181052,95070835,31808700,1,0.48,
Polarizability,Progressive,43,0.5,8,42,50,1134,10,14313672,10181052,149340872,31808700,1,0.45,
Polarizability,Progressive,43,0.7,11,58,69,1134,10,14508549,10181052,200861317,31808700,1,0.65,
Polarizability,Progressive,43,1.0,16,83,99,1134,10,14859744,10181052,282152672,31808700,1,0.75,
Polarizability,Two-Stage Joint,42,0.1,2,8,10,1134,10,13959558,10181052,69522054,31808700,1,0.78,
Polarizability,Two-Stage Joint,42,0.3,5,25,30,1134,10,14130675,10181052,180651635,31808700,1,0.78,
Polarizability,Two-Stage Joint,42,0.5,8,42,50,1134,10,14313672,10181052,291793096,31808700,1,0.8,
Polarizability,Two-Stage Joint,42,0.7,11,58,69,1134,10,14508549,10181052,397423493,31808700,1,1.3,
Polarizability,Two-Stage Joint,42,1.0,16,83,99,1134,10,14859744,10181052,564295648,31808700,1,1.3,
Polarizability,Two-Stage Joint,43,0.1,2,8,10,1134,10,13959558,10181052,69522054,31808700,1,1.24,
Polarizability,Two-Stage Joint,43,0.3,5,25,30,1134,10,14130675,10181052,180651635,31808700,1,1.28,
Polarizability,Two-Stage Joint,43,0.5,8,42,50,1134,10,14313672,10181052,291793096,31808700,1,1.28,
Polarizability,Two-Stage Joint,43,0.7,11,58,69,1134,10,14508549,10181052,397423493,31808700,1,1.28,
Polarizability,Two-Stage Joint,43,1.0,16,83,99,1134,10,14859744,10181052,564295648,31808700,1,1.21,
Polarizability,DNGO-Joint,42,0.1,2,8,10,1134,10,13959558,10181052,102547078,31808700,1,2.09,
Polarizability,DNGO-Joint,42,0.3,5,25,30,1134,10,14130675,10181052,276926835,31808700,1,2.19,
Polarizability,DNGO-Joint,42,0.5,8,42,50,1134,10,14313672,10181052,451318472,31808700,1,2.17,
Polarizability,DNGO-Joint,42,0.7,11,58,69,1134,10,14508549,10181052,617456517,31808700,1,10.81,
Polarizability,DNGO-Joint,42,1.0,16,83,99,1134,10,14859744,10181052,880603872,31808700,1,1.92,
Polarizability,DNGO-Joint,43,0.1,2,8,10,1134,10,13959558,10181052,102547078,31808700,1,1.41,
Polarizability,DNGO-Joint,43,0.3,5,25,30,1134,10,14130675,10181052,276926835,31808700,1,1.35,
Polarizability,DNGO-Joint,43,0.5,8,42,50,1134,10,14313672,10181052,451318472,31808700,1,1.51,
Polarizability,DNGO-Joint,43,0.7,11,58,69,1134,10,14508549,10181052,617456517,31808700,1,1.37,
Polarizability,DNGO-Joint,43,1.0,16,83,99,1134,10,14859744,10181052,880603872,31808700,1,1.45,
Polarizability,Knowledge Distillation,42,0.1,2,8,10,1134,10,13959558,10181052,65580678,31808700,1,0.8,
Polarizability,Knowledge Distillation,42,0.3,5,25,30,1134,10,14130675,10181052,170750835,31808700,1,0.78,
Polarizability,Knowledge Distillation,42,0.5,8,42,50,1134,10,14313672,10181052,275932872,31808700,1,0.79,
Polarizability,Knowledge Distillation,42,0.7,11,58,69,1134,10,14508549,10181052,375613317,31808700,1,0.79,
Polarizability,Knowledge Distillation,42,1.0,16,83,99,1134,10,14859744,10181052,532584672,31808700,1,0.82,
Polarizability,Knowledge Distillation,43,0.1,2,8,10,1134,10,13959558,10181052,65580678,31808700,1,0.71,
Polarizability,Knowledge Distillation,43,0.3,5,25,30,1134,10,14130675,10181052,170750835,31808700,1,0.76,
Polarizability,Knowledge Distillation,43,0.5,8,42,50,1134,10,14313672,10181052,275932872,31808700,1,0.83,
Polarizability,Knowledge Distillation,43,0.7,11,58,69,1134,10,14508549,10181052,375613317,31808700,1,0.99,
Polarizability,Knowledge Distillation,43,1.0,16,83,99,1134,10,14859744,10181052,532584672,31808700,1,1.21,
Polarizability,Domain Adaptation (MMD),42,0.1,2,8,10,1134,10,13959558,10181052,92843654,31808700,1,1.61,
Polarizability,Domain Adaptation (MMD),42,0.3,5,25,30,1134,10,14130675,10181052,252523635,31808700,1,1.61,
Polarizability,Domain Adaptation (MMD),42,0.5,8,42,50,1134,10,14313672,10181052,412215496,31808700,1,1.61,
Polarizability,Domain Adaptation (MMD),42,0.7,11,58,69,1134,10,14508549,10181052,563682693,31808700,1,1.66,
Polarizability,Domain Adaptation (MMD),42,1.0,16,83,99,1134,10,14859744,10181052,802426848,31808700,1,1.06,
Polarizability,Domain Adaptation (MMD),43,0.1,2,8,10,1134,10,13959558,10181052,92843654,31808700,1,1.02,
Polarizability,Domain Adaptation (MMD),43,0.3,5,25,30,1134,10,14130675,10181052,252523635,31808700,1,1.1,
Polarizability,Domain Adaptation (MMD),43,0.5,8,42,50,1134,10,14313672,10181052,412215496,31808700,1,1.69,
Polarizability,Domain Adaptation (MMD),43,0.7,11,58,69,1134,10,14508549,10181052,563682693,31808700,1,1.64,
Polarizability,Domain Adaptation (MMD),43,1.0,16,83,99,1134,10,14859744,10181052,802426848,31808700,1,1.71,
Polarizability,Soft Parameter Sharing,42,0.1,2,8,10,1134,10,13959558,10181052,80787078,31808700,1,1.82,
Polarizability,Soft Parameter Sharing,42,0.3,5,25,30,1134,10,14130675,10181052,208766835,31808700,1,1.83,
Polarizability,Soft Parameter Sharing,42,0.5,8,42,50,1134,10,14313672,10181052,336758472,31808700,1,1.9,
Polarizability,Soft Parameter Sharing,42,0.7,11,58,69,1134,10,14508549,10181052,459248517,31808700,1,11.28,
Polarizability,Soft Parameter Sharing,42,1.0,16,83,99,1134,10,14859744,10181052,654235872,31808700,1,1.58,
Polarizability,Soft Parameter Sharing,43,0.1,2,8,10,1134,10,13959558,10181052,80787078,31808700,1,1.71,
Polarizability,Soft Parameter Sharing,43,0.3,5,25,30,1134,10,14130675,10181052,208766835,31808700,1,1.95,
Polarizability,Soft Parameter Sharing,43,0.5,8,42,50,1134,10,14313672,10181052,336758472,31808700,1,1.94,
Polarizability,Soft Parameter Sharing,43,0.7,11,58,69,1134,10,14508549,10181052,459248517,31808700,1,1.94,
Polarizability,Soft Parameter Sharing,43,1.0,16,83,99,1134,10,14859744,10181052,654235872,31808700,1,1.89,
Polarizability,Pseudo-Labeling,42,0.1,2,8,10,1134,10,13959558,10181052,95577478,31808700,1,1.33,
Polarizability,Pseudo-Labeling,42,0.3,5,25,30,1134,10,14130675,10181052,264478835,31808700,1,1.4,
Polarizability,Pseudo-Labeling,42,0.5,8,42,50,1134,10,14313672,10181052,433392072,31808700,1,1.42,
Polarizability,Pseudo-Labeling,42,0.7,11,58,69,1134,10,14508549,10181052,593056517,31808700,1,1.43,
Polarizability,Pseudo-Labeling,42,1.0,16,83,99,1134,10,14859744,10181052,843755872,31808700,1,1.39,
Polarizability,Pseudo-Labeling,43,0.1,2,8,10,1134,10,13959558,10181052,95577478,31808700,1,1.19,
Polarizability,Pseudo-Labeling,43,0.3,5,25,30,1134,10,14130675,10181052,264478835,31808700,1,1.29,
Polarizability,Pseudo-Labeling,43,0.5,8,42,50,1134,10,14313672,10181052,433392072,31808700,1,1.19,
Polarizability,Pseudo-Labeling,43,0.7,11,58,69,1134,10,14508549,10181052,593056517,31808700,1,1.42,
Polarizability,Pseudo-Labeling,43,1.0,16,83,99,1134,10,14859744,10181052,843755872,31808700,1,1.14,
Polarizability,Adapter,42,0.1,2,8,10,1134,10,13959558,10181052,66201734,21067452,1,0.93,
Polarizability,Adapter,42,0.3,5,25,30,1134,10,14130675,10181052,172303475,21067452,1,1.07,
Polarizability,Adapter,42,0.5,8,42,50,1134,10,14313672,10181052,278417096,21067452,1,0.96,
Polarizability,Adapter,42,0.7,11,58,69,1134,10,14508549,10181052,379029125,21067452,1,0.96,
